univers,type,valeur,genre,signification,culture,origine
reel,français,Azel,m,,germanique,adel
reel,français,Azélie,f,,germanique,adl
reel,français,Azeline,f,,germanique,adeline
reel,français,Azelle,f,,germanique,adel
reel,hindou,Badal,m,Nuage,,
reel,hindou,Badri,m,"[noms du dieu Vishnu] (Seigneur du Mont Badri)]",,
reel,hindou,Badrinath,m,"[noms du dieu Vishnu] (Seigneur du Mont Badri)]",,
reel,irlandais,Badurnn,m,,irlandais,
reel,hindou,Bahugandha,f,Parfumée,,
reel,hindou,Bahula,f,Vache|étoile,,
reel,hindou,Bahuleya,m,"[un nom du dieu Kartikeya]",,
reel,irlandais,Baibin,f,,,barbra
reel,hindou,Baidehi,f,"[un nom de Sita]",,
reel,hindou,Baijayanthi,f,"[nom de la guirlande du dieu Vishnu]",,
reel,irlandais,Baile,m,folie,,
reel,irlandais,Bairbre,f,,,barbra
reel,hindou,Baishali,f,ancienne|cité,,
reel,hindou,Bajrang,m,"[un nom du dieu Hanuman]",,
reel,hindou,Bakul,f,fleur,,
reel,hindou,Bakula,f,fleur,,
reel,hindou,Bala,f,Petite|Fille,,
reel,hindou,Balaaditya,m,Jeune|Soleil,,
reel,hindou,Balaji,m,"[un nom de Vishnu]",,
reel,hindou,Balamani,m,Jeune|Joyau,,
fantastic,elfe,Balan,m,"les mâchoires sanglantes",,fantastic
reel,hindou,Balavan,m,Puissant,,
reel,hindou,Balbir,m,Fort,,
reel,hindou,Baldev,m,"[Dieu de la Force]|Fort",,
warcraft,orc,Bale,m,,Prophete,warcraft
fantastic,Nain,Balia,f,"Etoile des profondeurs",,fantastic
fantastic,Nain,Balïn,m,"Cervoise dorée",,fantastic
fantastic,Nain,Balina,f,"Ecu noir",,fantastic
reel,hindou,Balkrishna,m,"[l'Enfant Krishna]",,
warcraft,humain,Ballador,m,,paladin,warcraft
warcraft,mort-vivant,Balnazzar,m,,"Seigneur de L'effroi",warcraft
reel,irlandais,Balor,m,éclair,,
reel,hindou,Balram,m,"[nom du frère de Krishna]",,
fantastic,Nain,Balur,m,"Forge blanche",,fantastic
fantastic,Nain,Balura,f,"Couronne de la terre",,fantastic
reel,hindou,Balwant,m,Fort,,
reel,hindou,Banaj,m,"[lotus|[un nom du lotus]",,
reel,hindou,Banamala,f,"guirlande|fleur|[Guirlande de Cinq Fleurs]",,
reel,irlandais,Banba,f,sanglier|porc,,
reel,irlandais,Banbha,f,,,banda
warcraft,elfe,Bandalar,f,,"gardien du bosquet",warcraft
reel,hindou,Bandana,f,Culte,,
reel,hindou,Bandhu,m,"Ami|[Celui qui Aide]",,
reel,hindou,Bandhula,f,Charmante|Jolie,,
reel,hindou,Bandhura,f,Charmante|Jolie,,
warcraft,humain,Bandis,m,,"Roi de la montagne",warcraft
warcraft,mort-vivant,Banehallow,m,,"Seigneur de L'effroi",warcraft
reel,hindou,Banhi,f,Feu,,
reel,hindou,Banhishikha,f,Flamme,,
reel,hindou,Banita,f,Femme,,
reel,hindou,Bankebihari,m,"[un nom de Krishna]",,
reel,hindou,Bankim,m,Courbé,,
reel,hindou,Bankimchandra,m,"lune|[Croissant de Lune]",,
reel,hindou,Bansari,f,flûte,,
reel,hindou,Bansi,m,Flûte,,
reel,hindou,Bansuri,f,flûte,,
reel,irlandais,Baptist,m,immerger,grec,baptizein
reel,français,Baptiste,m,immerger,grec,
fantastic,elfe,Baragund,m,"les mâchoires sanglantes",,fantastic
fantastic,elfe,Barahir,m,"les mâchoires sanglantes",,fantastic
fantastic,Nain,Baran,m,"Sanglier de la caverne",,fantastic
reel,français,Barbe,f,barbare|étrangère,grec,
reel,irlandais,Barbie,f,,,barbra
reel,irlandais,Barbra,f,étrangère,latin,barban
fantastic,Nain,Bardek,m,"Pierre de charbon",,fantastic
fantastic,Nain,Bardin,m,"Couronne tranchante",,fantastic
fantastic,Nain,Bardina,f,"Bouclier hurlant",,fantastic
fantastic,Nain,Bardïne,f,"Glaive magnanime",,fantastic
fantastic,Nain,Bardinna,f,"Charge des braves",,fantastic
fantastic,Nain,Bardore,f,"Pic qui gronde",,fantastic
reel,hindou,Baridbaran,m,"[Couleur de Nuage]",,
reel,hindou,Barindra,m,Océan,,
reel,français,Barnabé,m,,latin,
reel,hindou,Barnali,f,Prisme,,
warcraft,mort-vivant,"Baron Bloodbane",m,,"Chevalier de la mort",warcraft
warcraft,mort-vivant,"Baron Felblade",m,,"Chevalier de la mort",warcraft
warcraft,mort-vivant,"Baron Frostfel",m,,"Chevalier de la mort",warcraft
warcraft,mort-vivant,"Baron Morte",m,,"Chevalier de la mort",warcraft
warcraft,mort-vivant,"Baron Perenolde",m,,"Chevalier de la mort",warcraft
reel,hindou,Barsha,f,Pluie,,
reel,irlandais,Bartel,m,fils,araméen,barthélémy
reel,français,Barthélemy,m,,hébreu,
reel,irlandais,Bartley,m,,,bartel
reel,hindou,Baruna,f,"ocean|femme|dieu|[épouse du dieu des Océans]",,
reel,hindou,Baruni,f,"[un nom de la déesse Durga]",,
reel,hindou,Basabi,f,"femme|dieu|[épouse du dieu Indra]",,
reel,hindou,Basanti,f,Printanière,,
reel,français,Basile,m,roi|royal,grec,
reel,français,Bastien,m,honoré,grec,
reel,français,Baudouin,m,audacieux|ami,germanique,
reel,irlandais,Bearach,m,,irlandais,
warcraft,humain,Beasel,m,,"Roi de la montagne",warcraft
reel,français,Béatrice,f,bienheureux,latin,
reel,français,Béatrix,f,bienheureux,latin,
reel,irlandais,Bebhinn,f,,irlandais,beibhinn
reel,irlandais,Bebhionn,f,,irlandais,beibhinn
reel,irlandais,Bebinn,f,,irlandais,beibhinn
reel,irlandais,Bécuma,f,femme|souci,,
reel,irlandais,Bédelia,f,grande|déesse,irlandais,brighid
reel,irlandais,Befind,f,,irlandais,beibhinn
reel,irlandais,Beibhinn,f,femme|douce,,
reel,hindou,Bela,f,Jasmin,,
fantastic,elfe,Beleg,m,"les mâchoires sanglantes",,fantastic
fantastic,elfe,Belegund,m,"les mâchoires sanglantes",,fantastic
reel,hindou,Beli,f,Jasmin,,
reel,nord-amérindien,Bena,f,faisan,,
reel,français,Bénédicte,f,béni,latin,
reel,irlandais,Bénen,m,bénin,latin,bénignus
reel,français,Bénigne,m,,,
reel,français,Benjamin,m,,hébreu,
reel,français,Benoît,m,béni,latin,
fantastic,elfe,Bëor,m,"les mâchoires sanglantes",,fantastic
reel,irlandais,Berach,m,,irlandais,
reel,français,Béranger,m,ours|lance,germanique,
reel,français,Bérangère,f,,germanique,béranger
fantastic,elfe,Bereg,m,"les mâchoires sanglantes",,fantastic
fantastic,elfe,Beren,m,"les mâchoires sanglantes",,fantastic
reel,français,Bernadette,f,,germanique,bernard
reel,français,Bernard,m,"ours | fort",germanique,
reel,français,Berthe,f,,,
reel,français,Bertrand,m,corbeau|brillant,germanique,
reel,irlandais,Bethach,m,bouleau,,
reel,français,Beuve,f,,,
reel,irlandais,Bevin,f,,irlandais,beibhinn
reel,hindou,Bhadra,f,Douce,,
reel,hindou,Bhadraksh,m,"yeux|[aux Beaux Yeux]",,
reel,hindou,Bhagavan,m,"[Celui qui est béni]",,
reel,hindou,Bhagirat,m,"[personnage qui apporta le Gange sur terre]",,
reel,hindou,Bhagirathi,f,Gange,,
reel,hindou,Bhagvanti,f,Chanceuse,,
reel,hindou,Bhagya,f,Chanceuse,,
reel,hindou,Bhagyaraj,m,"roi|foi|[Roi de la Foi]",,
reel,hindou,Bhagyashri,f,Chanceuse,,
reel,hindou,Bhairavi,f,"[un autre nom de Durga]",,
reel,hindou,Bhakti,f,Dévotion,,
reel,hindou,Bhamini,f,Jolie|Femme,,
reel,hindou,Bhanu,f,"soleil|[un nom du Soleil]",,
reel,hindou,Bhanudas,m,"devot|[dévot du Soleil]",,
reel,hindou,Bhanumati,f,Brillante,,
reel,hindou,Bhanuprasad,m,"[Don du Soleil]",,
reel,hindou,Bhanupriya,f,Aimée|Soleil,,
reel,hindou,Bharat,m,"Maintenu|Soutenu|[ancêtre des héros du Mahâbhârata]",,
reel,hindou,Bharati,f,"[un nom de la déesse Sarasvati]",,
reel,hindou,Bharavi,f,Basilic,,
reel,hindou,Bhargavi,f,"[noms de la déesse Parvati]",,
reel,hindou,Bhaskar,m,"Faiseur|Lumière|[un des noms du Soleil]",,
reel,hindou,Bhavana,f,Méditation|Pensée|Sentiment,,
reel,hindou,Bhavani,f,"[un nom de la déesse Parvati]",,
reel,hindou,Bhavesh,m,"seigneur|monde|[Seigneur du Monde]",,
reel,hindou,Bhavika,f,Fidèle|Dévote,,
reel,hindou,Bhavini,f,"[noms de la déesse Parvati]",,
reel,hindou,Bhavya,f,"Splendide|[un nom de Parvati]",,
reel,hindou,Bheru,m,Ami,,
reel,hindou,Bhima,m,"Terrible|[un des héros du Mahâbhârata]",,
reel,hindou,Bhishma,m,"Terrible|[un des héros du Mahâbhârata]",,
reel,hindou,Bhisvajit,m,"dirige|monde|[Celui qui dirige le Monde]",,
reel,hindou,Bhrigu,m,"Feu|crépitant|sage|[nom d'un grand sage]",,
reel,hindou,Bhudev,m,"seigneur|terre|[Seigneur de la Terre]",,
reel,hindou,Bhumi,f,"Terre|[shakti (énergie divine) de Vishnu]",,
reel,hindou,Bhumik,m,Propriétaire|terrien,,
reel,hindou,Bhumika,f,"Terre|[shakti (énergie divine) de Vishnu]",,
reel,hindou,Bhupal,m,Roi,,
reel,hindou,Bhupendra,m,Empereur,,
reel,hindou,Bhushan,m,Ornement,,
reel,hindou,Bhutayna,f,Terre|fertile,,
reel,hindou,Bhuvan,m,Paradis,,
reel,hindou,Bhuvi,f,Paradis,,
reel,hindou,Bibek,m,Conscience,,
reel,hindou,Bibhavasu,m,Soleil|Feu,,
reel,irlandais,Bicelmos,m,petit|enchantement,celtique,bec-fhelmas
reel,irlandais,Biddy,f,,irlandais,brighid
reel,irlandais,Bidelia,f,,irlandais,brighid
fantastic,Nain,Bifane,f,"Paix des neiges",,fantastic
fantastic,Nain,Bifen,m,"Pic rouge",,fantastic
fantastic,Nain,Bifena,f,"Etoile noire",,fantastic
fantastic,Nain,Bifi,m,"Ecu du dragon",,fantastic
fantastic,Nain,Bifie,f,"Pierre noire",,fantastic
fantastic,Nain,Bifilin,m,"Marteau magnanime",,fantastic
fantastic,Nain,Bifim,m,"Fureur puissante",,fantastic
fantastic,Nain,Bifime,f,"Casque de charbon",,fantastic
fantastic,Nain,Bifïn,m,"Marteau blanc",,fantastic
fantastic,Nain,Bifina,f,"Protecteur puissant",,fantastic
fantastic,Nain,Bifinna,f,"Roche de la terre",,fantastic
fantastic,Nain,Bifira,f,"Colère d'acier",,fantastic
fantastic,Nain,Bifome,f,"Pierre blanche",,fantastic
fantastic,Nain,Bifund,m,"Marteau des profondeurs",,fantastic
reel,hindou,Bijal,f,Éclair,,
reel,hindou,Bijli,f,Éclair,,
reel,hindou,Bikram,m,Exploit,,
reel,hindou,Bimal,m,Pur,,
reel,hindou,Bimala,f,Pure,,
reel,hindou,Binata,f,"epouse|sage|[nom de l'épouse du sage Kasyapa]",,
reel,hindou,Bindu,f,Point|Goutte,,
reel,hindou,Bindusar,m,Perle,,
reel,irlandais,Binne,f,douce,,
reel,hindou,Binodini,f,Élégante,,
reel,hindou,Bipasha,f,rivière,,
reel,hindou,Bipin,m,Forêt,,
reel,hindou,Bir,m,Courageux,,
reel,hindou,Birbal,m,Brave|Coeur,,
reel,hindou,Bishakha,f,étoile,,
fantastic,Nain,Bisur,m,"Couronne des profondeurs",,fantastic
reel,irlandais,Bith,m,monde,,
reel,irlandais,Blai,m,,irlandais,
reel,français,Blaise,m,bégaie|balbutie,latin,
reel,irlandais,Blaithin,f,,irlandais,blathnat
